Date,Product_ID,Store_ID,Daily_Sales,Promotion,Item_A_Quantity,Item_B_Quantity,Item_C_Quantity,Item_A_Price,Item_B_Price,Item_C_Price,Item_A_Sales,Item_B_Sales,Item_C_Sales,Random_Product_Sum,Total_Sum_All_Items
9/15/2022,P001,S01,15,0,0,105,38,29.53,22.25,33.25,0,2336.25,1263.5,183,3599.75
9/16/2022,P001,S01,19,0,0,117,72,49.31,49.97,44.2,0,5846.49,3182.4,205,9028.89
9/17/2022,P001,S01,21,0,0,60,123,47.18,18.15,6.79,0,1089,835.17,232,1924.17
9/18/2022,P001,S01,14,0,0,85,58,6.94,25.96,46.1,0,2206.6,2673.8,185,4880.4
9/19/2022,P001,S01,17,1,0,63,90,12.42,25.45,7.97,0,1603.35,717.3,183,2320.65
9/20/2022,P001,S01,5,0,0,117,93,10.93,58.88,49.61,0,6888.96,4613.73,221,11502.69
9/21/2022,P001,S01,14,1,0,6,114,37.67,52.54,54.61,0,315.24,6225.54,147,6540.78
9/22/2022,P001,S01,17,0,0,6,127,41.8,44.46,20.41,0,266.76,2592.07,175,2858.83
9/23/2022,P001,S01,13,1,0,96,95,14.61,45.81,16.31,0,4397.76,1549.45,237,5947.21
9/24/2022,P001,S01,24,1,0,58,72,27.76,37.23,43.5,0,2159.34,3132,173,5291.34
9/25/2022,P001,S01,12,0,1,91,113,42.83,57.25,18.4,42.83,5209.75,2079.2,234,7331.78
9/26/2022,P001,S01,16,0,0,105,58,37.98,33.81,48.41,0,3550.05,2807.78,207,6357.83
9/27/2022,P001,S01,18,1,0,100,80,29.4,27.79,11.04,0,2779,883.2,207,3662.2
9/28/2022,P001,S01,23,0,0,101,10,31.57,16.48,12.17,0,1664.48,121.7,144,1786.18
9/29/2022,P001,S01,12,0,1,5,132,27.88,48.88,53.98,27.88,244.4,7125.36,155,7397.64
9/30/2022,P001,S01,22,0,0,23,71,18.39,46.19,39.02,0,1062.37,2770.42,133,3832.79
10/1/2022,P001,S01,18,0,1,6,41,30.43,27.99,47.5,30.43,167.94,1947.5,67,2145.87
10/2/2022,P001,S01,14,0,1,57,38,36,9.31,21.89,36,530.67,831.82,128,1398.49
10/3/2022,P001,S01,19,0,0,48,58,44.3,51.63,39.15,0,2478.24,2270.7,126,4748.94
10/4/2022,P001,S01,18,0,1,94,39,33.63,8.59,35.12,33.63,807.46,1369.68,145,2210.77
10/5/2022,P001,S01,15,0,0,36,28,39.25,44.59,35.55,0,1605.24,995.4,99,2600.64
10/6/2022,P001,S01,18,1,0,74,27,12.2,58.45,39.44,0,4325.3,1064.88,146,5390.18
10/7/2022,P001,S01,16,0,0,36,10,25.77,30.76,34.19,0,1107.36,341.9,88,1449.26
10/8/2022,P001,S01,18,1,0,72,87,5.42,20.22,27.02,0,1455.84,2350.74,181,3806.58
10/9/2022,P001,S01,20,0,0,59,124,16.1,44.65,19.52,0,2634.35,2420.48,232,5054.83
10/10/2022,P001,S01,24,0,0,79,122,37.69,50.49,43.66,0,3988.71,5326.52,235,9315.23
10/11/2022,P001,S01,13,0,1,60,123,49.63,36.41,17.09,49.63,2184.6,2102.07,197,4336.3
10/12/2022,P001,S01,26,0,0,21,72,9.46,58.29,39.93,0,1224.09,2874.96,121,4099.05
10/13/2022,P001,S01,10,0,0,42,141,23.07,10.69,17.43,0,448.98,2457.63,210,2906.61
10/14/2022,P001,S01,17,0,1,28,138,41,34.25,36.64,41,959,5056.32,213,6056.32
10/15/2022,P001,S01,20,0,1,73,17,14.18,45.36,42.61,14.18,3311.28,724.37,130,4049.83
10/16/2022,P001,S01,19,0,1,102,64,29.98,52.86,16.72,29.98,5391.72,1070.08,195,6491.78
10/17/2022,P001,S01,15,0,0,74,112,37.99,17.32,8.94,0,1281.68,1001.28,218,2282.96
10/18/2022,P001,S01,17,0,1,90,140,32.72,49.6,12.42,32.72,4464,1738.8,256,6235.52
10/19/2022,P001,S01,16,0,0,15,41,13.46,36.74,35.69,0,551.1,1463.29,66,2014.39
10/20/2022,P001,S01,16,1,0,116,19,20.99,28.62,47.62,0,3319.92,904.78,156,4224.7
10/21/2022,P001,S01,21,0,0,20,119,40.27,14.85,8.2,0,297,975.8,172,1272.8
10/22/2022,P001,S01,19,0,0,101,133,29.94,53,41.97,0,5353,5582.01,277,10935.01
10/23/2022,P001,S01,15,1,0,77,96,5.24,16.18,22.72,0,1245.86,2181.12,190,3426.98
10/24/2022,P001,S01,22,0,0,63,64,39.24,24.11,29.45,0,1518.93,1884.8,154,3403.73
10/25/2022,P001,S01,19,0,0,74,41,6.59,23.08,51.51,0,1707.92,2111.91,129,3819.83
10/26/2022,P001,S01,21,1,0,84,144,38.56,53.31,22.27,0,4478.04,3206.88,263,7684.92
10/27/2022,P001,S01,21,0,0,97,102,14.11,42.98,28.8,0,4169.06,2937.6,238,7106.66
10/28/2022,P001,S01,15,0,0,7,17,48.11,49.43,6.67,0,346.01,113.39,46,459.4
10/29/2022,P001,S01,16,0,0,24,74,21.56,21.02,10,0,504.48,740,126,1244.48
10/30/2022,P001,S01,21,0,0,63,66,19.71,40.49,18.67,0,2550.87,1232.22,167,3783.09
10/31/2022,P001,S01,21,0,0,40,76,11.7,37.73,7.36,0,1509.2,559.36,128,2068.56
11/1/2022,P001,S01,18,0,0,23,81,18.75,51.31,36.94,0,1180.13,2992.14,139,4172.27
11/2/2022,P001,S01,19,0,1,94,63,44.45,55.12,26.89,44.45,5181.28,1694.07,207,6919.8
11/3/2022,P001,S01,24,0,0,71,76,49.84,8.63,32.86,0,612.73,2497.36,168,3110.09
11/4/2022,P001,S01,16,1,0,23,60,21.57,43.05,14.56,0,990.15,873.6,94,1863.75
11/5/2022,P001,S01,21,1,0,24,106,25.19,10.7,20.5,0,256.8,2173,150,2429.8
11/6/2022,P001,S01,18,0,0,100,101,37.49,36.54,38.53,0,3654,3891.53,238,7545.53
11/7/2022,P001,S01,18,0,0,75,17,44.88,22.96,53.3,0,1722,906.1,119,2628.1
11/8/2022,P001,S01,23,0,0,56,44,31.69,23.95,8.47,0,1341.2,372.68,122,1713.88
11/9/2022,P001,S01,22,0,0,109,105,22.62,26.35,49.63,0,2872.15,5211.15,260,8083.3
11/10/2022,P001,S01,22,0,0,37,97,23.57,40.31,34.27,0,1491.47,3324.19,165,4815.66
11/11/2022,P001,S01,24,0,0,44,87,36.3,25.37,33.63,0,1116.28,2925.81,152,4042.09
11/12/2022,P001,S01,19,1,0,43,41,5.14,46.1,30.51,0,1982.3,1250.91,95,3233.21
11/13/2022,P001,S01,22,0,0,86,129,32.88,29.04,9.4,0,2497.44,1212.6,261,3710.04
11/14/2022,P001,S01,18,0,0,108,55,21,11.55,10.4,0,1247.4,572,179,1819.4
11/15/2022,P001,S01,21,0,0,5,64,40.74,48.76,35.44,0,243.8,2268.16,104,2511.96
11/16/2022,P001,S01,19,0,0,15,16,9.18,22.86,22.71,0,342.9,363.36,66,706.26
11/17/2022,P001,S01,20,1,1,96,83,31.47,30.5,50.95,31.47,2928,4228.85,213,7188.32
11/18/2022,P001,S01,22,1,1,61,16,26.64,43.64,25.92,26.64,2662.04,414.72,99,3103.4
11/19/2022,P001,S01,17,1,0,93,94,33.9,25.29,13.02,0,2351.97,1223.88,212,3575.85
11/20/2022,P001,S01,28,0,0,54,121,7.92,10.94,41.02,0,590.76,4963.42,207,5554.18
11/21/2022,P001,S01,16,0,0,27,134,31.1,27.44,20.37,0,740.88,2729.58,210,3470.46
11/22/2022,P001,S01,15,0,0,35,45,30.27,57.11,31.75,0,1998.85,1428.75,98,3427.6
11/23/2022,P001,S01,25,0,0,98,38,30.23,41.37,40.19,0,4054.26,1527.22,177,5581.48
11/24/2022,P001,S01,24,0,1,46,91,32.16,42.92,50.11,32.16,1974.32,4560.01,162,6566.49
11/25/2022,P001,S01,23,1,1,103,11,35.44,40.88,44.82,35.44,4210.64,493.02,161,4739.1
11/26/2022,P001,S01,23,0,0,11,138,41.22,18.35,39.14,0,201.85,5401.32,171,5603.17
11/27/2022,P001,S01,21,0,0,20,56,17.14,29.75,39.3,0,595,2200.8,90,2795.8
11/28/2022,P001,S01,17,0,0,94,20,42.13,47.05,52.35,0,4422.7,1047,134,5469.7
11/29/2022,P001,S01,21,0,0,116,139,27.42,13.27,20.5,0,1539.32,2849.5,274,4388.82
11/30/2022,P001,S01,18,0,0,64,128,8.47,22.45,6.05,0,1436.8,774.4,214,2211.2
12/1/2022,P001,S01,25,1,0,117,149,7.63,22.37,19.33,0,2617.29,2880.17,290,5497.46
12/2/2022,P001,S01,21,1,0,6,29,20.04,30.46,16.68,0,182.76,483.72,51,666.48
12/3/2022,P001,S01,18,1,0,5,14,40.32,58.98,38.43,0,294.9,538.02,68,832.92
12/4/2022,P001,S01,20,0,0,52,46,36.85,11.51,37.05,0,598.52,1704.3,135,2302.82
12/5/2022,P001,S01,23,0,1,16,146,40.49,34.97,35.08,40.49,559.52,5121.68,204,5721.69
12/6/2022,P001,S01,19,0,0,73,62,28.28,17.33,6.8,0,1265.09,421.6,179,1686.69
12/7/2022,P001,S01,18,0,0,41,108,24.81,58.48,41.71,0,2397.68,4504.68,173,6902.36
12/8/2022,P001,S01,23,1,0,36,95,11.64,13.89,21.85,0,500.04,2075.75,176,2575.79
12/9/2022,P001,S01,23,0,0,13,117,19.77,28.99,38.59,0,376.87,4515.03,160,4891.9
12/10/2022,P001,S01,20,0,0,109,33,24.53,46.37,33.27,0,5054.33,1097.91,157,6152.24
12/11/2022,P001,S01,20,0,0,103,90,8.99,44.64,22.79,0,4597.92,2051.1,203,6649.02
12/12/2022,P001,S01,23,0,0,23,129,14.93,29.98,12.59,0,689.54,1624.11,165,2313.65
12/13/2022,P001,S01,17,1,0,52,68,31.92,26.02,10.63,0,1353.04,722.84,140,2075.88
12/14/2022,P001,S01,17,0,1,84,137,38.1,28.68,46.74,38.1,2409.12,6403.38,257,8850.6
12/15/2022,P001,S01,20,0,0,7,123,49.93,21.74,51,0,152.18,6273,176,6425.18
12/16/2022,P001,S01,22,0,0,24,124,46.99,18.68,37.84,0,448.32,4692.16,180,5140.48
12/17/2022,P001,S01,24,0,0,28,23,33.92,33.12,11.07,0,927.36,254.61,89,1181.97
12/18/2022,P001,S01,29,1,0,58,18,23.96,21.96,25.7,0,1273.68,462.6,106,1736.28
12/19/2022,P001,S01,26,1,0,37,49,33.63,22.95,41.72,0,849.15,2044.28,122,2893.43
12/20/2022,P001,S01,23,1,0,28,34,40.35,42.15,44.21,0,1180.2,1503.14,110,2683.34
12/21/2022,P001,S01,23,1,0,79,112,10.33,58.36,11.79,0,4610.44,1320.48,240,5930.92
12/22/2022,P001,S01,19,0,0,117,31,23.45,39.39,6,0,4608.63,186,170,4794.63
12/23/2022,P001,S01,23,0,1,76,13,42.79,12,40.89,42.79,912,531.57,122,1486.36
12/24/2022,P001,S01,23,0,0,40,38,22.27,11.93,23.47,0,477.2,891.86,103,1369.06
12/25/2022,P001,S01,25,0,0,42,118,30.73,57.47,18.47,0,2413.74,2179.46,199,4593.2
12/26/2022,P001,S01,21,1,0,108,107,31.45,23.46,6.63,0,2533.68,709.41,228,3243.09
12/27/2022,P001,S01,26,0,0,88,46,13.3,12.79,32.47,0,1125.52,1493.62,183,2619.14
12/28/2022,P001,S01,30,1,0,103,84,21.3,39.15,47.71,0,4032.45,4007.64,212,8040.09
12/29/2022,P001,S01,24,0,0,116,79,20.05,40.43,52.92,0,4689.88,4180.68,235,8870.56
12/30/2022,P001,S01,26,0,0,93,137,6.18,41.72,33.72,0,3879.96,4619.64,264,8499.6
12/31/2022,P001,S01,27,0,0,103,94,6.09,21.9,31.21,0,2255.7,2933.74,218,5189.44
1/1/2023,P001,S01,23,1,0,29,51,42.43,8.79,10.17,0,254.91,518.67,115,773.58
1/2/2023,P001,S01,26,0,0,97,109,17.29,58.18,32.89,0,5643.46,3585.01,252,9228.47
1/3/2023,P001,S01,25,0,0,22,50,28.31,21.05,24.62,0,463.1,1231,114,1694.1
1/4/2023,P001,S01,25,0,0,114,43,18.44,43.15,35.75,0,4919.1,1537.25,194,6456.35
1/5/2023,P001,S01,22,0,0,86,26,47.33,44.74,25.05,0,3847.64,651.3,130,4498.94
1/6/2023,P001,S01,25,0,1,70,131,16.67,39.72,17.77,16.67,2780.4,2327.87,223,5124.94
1/7/2023,P001,S01,27,1,0,58,85,24.33,24.27,10.65,0,1407.66,905.25,157,2312.91
1/8/2023,P001,S01,31,0,0,39,96,44.27,22.1,21.43,0,861.9,2057.28,172,2919.18
1/9/2023,P001,S01,29,0,0,84,126,42.89,39.08,10.74,0,3282.72,1353.24,254,4635.96
1/10/2023,P001,S01,34,0,0,65,115,13.37,53.04,14.67,0,3447.6,1687.05,194,5134.65
1/11/2023,P001,S01,23,0,0,45,95,41.12,57.23,54.38,0,2575.35,5166.1,183,7741.45
1/12/2023,P001,S01,29,1,0,104,36,25.62,13.51,27.76,0,1405.04,999.36,183,2404.4
1/13/2023,P001,S01,27,0,0,37,66,26.73,16.05,32.06,0,593.85,2115.96,125,2709.81
1/14/2023,P001,S01,35,0,0,72,40,11.01,57.13,48.81,0,4113.36,1952.4,160,6065.76
1/15/2023,P001,S01,23,0,0,37,143,8.63,46.3,54.78,0,1713.1,7833.54,203,9546.64
1/16/2023,P001,S01,23,1,0,18,107,37.76,53.92,34.55,0,970.56,3696.85,145,4667.41
1/17/2023,P001,S01,24,1,0,25,21,27.34,18.54,45.81,0,463.5,962.01,93,1425.51
1/18/2023,P001,S01,18,0,0,52,62,24.66,38.55,22.02,0,2004.6,1365.24,127,3369.84
1/19/2023,P001,S01,25,0,0,24,147,37.83,44.46,20.98,0,1067.04,3084.06,213,4151.1
1/20/2023,P001,S01,24,0,0,12,131,39.45,43.37,25.73,0,520.44,3370.63,159,3891.07
1/21/2023,P001,S01,28,1,0,11,55,12.15,29.22,38.95,0,321.42,2142.25,83,2463.67
1/22/2023,P001,S01,28,0,0,71,73,32.46,8.8,39.43,0,624.8,2878.39,190,3503.19
1/23/2023,P001,S01,35,0,0,21,139,11.09,38.31,21.45,0,804.51,2981.55,179,3786.06
1/24/2023,P001,S01,31,0,0,37,63,38.81,21.16,12.53,0,782.92,789.39,124,1572.31
1/25/2023,P001,S01,25,0,0,52,116,34.56,31.41,36.99,0,1633.32,4290.84,215,5924.16
1/26/2023,P001,S01,24,0,0,80,60,48.05,57.79,12.29,0,4623.2,737.4,164,5360.6
1/27/2023,P001,S01,30,1,1,63,45,8.1,28.75,34.35,8.1,1811.25,1545.75,123,3365.1
1/28/2023,P001,S01,22,0,0,119,124,7.57,51.67,39.98,0,6148.73,4957.52,281,11106.25
1/29/2023,P001,S01,35,0,0,90,35,17.7,17.8,40.33,0,1602,1411.55,153,3013.55
1/30/2023,P001,S01,33,0,0,26,38,16.78,42.97,42.92,0,1117.22,1630.96,83,2748.18
1/31/2023,P001,S01,26,1,0,114,20,16.11,58.8,48.77,0,6703.2,975.4,155,7678.6
2/1/2023,P001,S01,21,0,0,34,49,45.78,13.3,30.5,0,452.2,1494.5,96,1946.7
2/2/2023,P001,S01,34,1,0,42,20,16.23,8.43,41.78,0,354.06,835.6,102,1189.66
2/3/2023,P001,S01,28,0,1,106,122,17.24,30.55,36.34,17.24,3238.3,4433.48,256,7689.02
2/4/2023,P001,S01,33,0,0,113,48,39.17,12.82,15.15,0,1448.66,727.2,186,2175.86
2/5/2023,P001,S01,22,0,0,55,63,25.24,46.92,7.26,0,2580.6,457.38,167,3037.98
2/6/2023,P001,S01,26,0,0,58,107,39.95,55.56,19.94,0,3222.48,2133.58,210,5356.06
2/7/2023,P001,S01,29,0,0,12,64,7.94,30.57,27.71,0,366.84,1773.44,110,2140.28
2/8/2023,P001,S01,29,1,0,31,120,26.94,21.45,36.24,0,664.95,4348.8,183,5013.75
2/9/2023,P001,S01,27,0,0,31,78,6.51,30.59,47.65,0,948.29,3716.7,130,4664.99
2/10/2023,P001,S01,32,0,0,102,65,7.82,45.62,15.62,0,4653.24,1015.3,210,5668.54
2/11/2023,P001,S01,25,0,0,25,42,45.79,8.47,12.15,0,211.75,510.3,112,722.05
2/12/2023,P001,S01,29,1,0,34,45,11.27,38.65,53.21,0,1314.1,2394.45,125,3708.55
2/13/2023,P001,S01,30,1,0,101,90,28.96,39.89,11.29,0,4028.89,1016.1,203,5044.99
2/14/2023,P001,S01,31,0,0,32,118,23.5,41.16,29.45,0,1317.12,3475.1,168,4792.22
2/15/2023,P001,S01,32,1,1,115,82,20.63,20.59,34.69,20.63,2367.85,2844.58,225,5233.06
2/16/2023,P001,S01,25,0,0,68,49,45.49,45.13,32.53,0,3068.84,1593.97,161,4662.81
2/17/2023,P001,S01,24,0,1,101,26,5.98,12.75,10.22,5.98,1287.75,265.72,171,1559.45
2/18/2023,P001,S01,35,1,0,73,138,34.87,18.36,8.79,0,1340.28,1213.02,234,2553.3
2/19/2023,P001,S01,31,1,0,65,70,48.35,53.63,11.17,0,3485.95,781.9,148,4267.85
2/20/2023,P001,S01,27,0,0,52,113,30.21,46.41,34.69,0,2413.32,3919.97,203,6333.29
2/21/2023,P001,S01,36,0,0,23,51,47.16,8.71,32.67,0,200.33,1666.17,98,1866.5
2/22/2023,P001,S01,30,0,0,8,34,7.35,20.92,17.45,0,167.36,593.3,79,760.66
2/23/2023,P001,S01,35,1,0,39,48,23.85,19.15,37.25,0,746.85,1788,112,2534.85
2/24/2023,P001,S01,30,0,0,68,44,16.71,22.08,46.18,0,1501.44,2031.92,133,3533.36
2/25/2023,P001,S01,38,0,0,53,140,37.89,20.87,8.04,0,1106.11,1125.6,207,2231.71
2/26/2023,P001,S01,37,0,0,21,117,49.16,11.25,30.41,0,236.25,3557.97,181,3794.22
2/27/2023,P001,S01,29,0,0,48,111,16.54,31.86,39.78,0,1529.28,4415.58,169,5944.86
2/28/2023,P001,S01,34,0,1,96,107,34.44,46.1,18.36,34.44,4425.6,1964.52,252,6424.56
3/1/2023,P001,S01,33,1,0,34,21,13.91,39.55,21.08,0,1344.7,442.68,96,1787.38
3/2/2023,P001,S01,36,0,0,97,28,30.44,42.99,36.07,0,4170.03,1009.96,160,5179.99
3/3/2023,P001,S01,27,0,0,50,110,25.88,12.22,50,0,611,5500,186,6111
3/4/2023,P001,S01,33,0,0,10,53,48.74,57.48,45.69,0,574.8,2421.57,99,2996.37
3/5/2023,P001,S01,35,1,0,103,58,32.38,51.6,34.57,0,5314.8,2005.06,194,7319.86
3/6/2023,P001,S01,24,0,0,109,26,20.73,49.86,41.78,0,5434.74,1086.28,179,6521.02
3/7/2023,P001,S01,26,0,0,41,83,10.13,50.8,23.88,0,2082.8,1982.04,172,4064.84
3/8/2023,P001,S01,23,1,0,28,66,11.81,56.5,37.41,0,1582,2469.06,129,4051.06
3/9/2023,P001,S01,30,1,0,97,64,15.14,36.3,28.84,0,3521.1,1845.76,208,5366.86
3/10/2023,P001,S01,34,1,0,117,56,16.29,18.41,15.31,0,2153.97,857.36,205,3011.33
3/11/2023,P001,S01,37,1,1,50,21,43.28,40.07,40.39,43.28,2003.5,848.19,103,2894.97
3/12/2023,P001,S01,31,0,0,57,71,30.26,46.63,33.27,0,2657.91,2362.17,141,5020.08
3/13/2023,P001,S01,38,1,0,99,89,28.55,46.37,23.57,0,4590.63,2097.73,206,6688.36
3/14/2023,P001,S01,26,0,0,103,92,10.16,35.12,50.66,0,3617.36,4660.72,208,8278.08
3/15/2023,P001,S01,24,1,0,64,17,43.71,11.56,7.03,0,739.84,119.51,97,859.35
3/16/2023,P001,S01,31,1,1,101,90,37.53,27.3,21.47,37.53,2757.3,1932.3,224,4727.13
3/17/2023,P001,S01,33,1,0,67,127,8.05,55.88,8.79,0,3743.96,1116.33,205,4860.29
3/18/2023,P001,S01,31,0,0,89,34,36.85,38.39,43.56,0,3416.71,1481.04,156,4897.75
3/19/2023,P001,S01,23,0,0,36,98,29.46,35.99,40.4,0,1295.64,3959.2,183,5254.84
3/20/2023,P001,S01,31,0,0,91,21,8.68,21.98,22.24,0,2000.18,467.04,152,2467.22
3/21/2023,P001,S01,26,1,0,37,68,25.62,27.16,39.11,0,1004.92,2659.48,145,3664.4
3/22/2023,P001,S01,34,1,0,71,118,26.81,54.56,25.4,0,3873.76,2997.2,238,6870.96
3/23/2023,P001,S01,33,0,0,22,35,12.46,42.66,43.06,0,938.52,1507.1,100,2445.62
3/24/2023,P001,S01,28,0,0,29,56,47.56,48.94,28.25,0,1419.26,1582,118,3001.26
3/25/2023,P001,S01,29,0,1,110,41,43.25,31.63,26.2,43.25,3479.3,1074.2,187,4596.75
3/26/2023,P001,S01,27,1,0,99,19,35.11,40.77,51.8,0,4036.23,984.2,143,5020.43
3/27/2023,P001,S01,31,1,0,58,25,25.8,20.92,18.29,0,1213.36,457.25,105,1670.61
3/28/2023,P001,S01,35,0,0,62,35,23.53,44.68,11.9,0,2770.16,416.5,121,3186.66
3/29/2023,P001,S01,28,0,0,71,95,34.29,30.24,34.64,0,2147.04,3290.8,202,5437.84
3/30/2023,P001,S01,34,1,1,108,144,29.54,31.01,53.5,29.54,3349.08,7704,266,11082.62
3/31/2023,P001,S01,29,1,0,50,23,7.8,41.76,24.51,0,2088,563.73,98,2651.73
4/1/2023,P001,S01,28,0,0,28,88,28.06,56.69,9.04,0,1587.32,795.52,155,2382.84
4/2/2023,P001,S01,31,0,0,118,126,41.29,11.33,22.63,0,1336.94,2851.38,283,4188.32
4/3/2023,P001,S01,27,0,0,36,16,25.67,50.89,30.79,0,1832.04,492.64,97,2324.68
4/4/2023,P001,S01,29,0,0,51,146,7.34,23.2,13.93,0,1183.2,2033.78,209,3216.98
4/5/2023,P001,S01,27,0,0,90,124,40.38,31.08,38.25,0,2797.2,4743,245,7540.2
4/6/2023,P001,S01,39,0,0,27,81,14.06,9.14,54.89,0,246.78,4446.09,139,4692.87
4/7/2023,P001,S01,32,1,0,70,68,16.64,23.65,28.14,0,1655.5,1913.52,159,3569.02
4/8/2023,P001,S01,29,0,0,31,91,12.41,34.14,23.38,0,1058.34,2127.58,152,3185.92
4/9/2023,P001,S01,32,1,0,110,125,19.86,10.92,25.63,0,1201.2,3203.75,248,4404.95
4/10/2023,P001,S01,31,0,1,6,112,39.05,33.54,11.64,39.05,201.24,1303.68,159,1543.97
4/11/2023,P001,S01,31,0,0,94,26,28.37,56.21,49.28,0,5283.74,1281.28,160,6565.02
4/12/2023,P001,S01,34,0,0,21,23,14.22,13.48,26.33,0,283.08,605.59,76,888.67
4/13/2023,P001,S01,34,0,0,108,117,44.5,47.75,24.98,0,5157,2922.66,254,8079.66
4/14/2023,P001,S01,29,1,0,37,54,44.58,29.3,38.32,0,1084.1,2069.28,115,3153.38
4/15/2023,P001,S01,29,1,0,13,107,44.18,42.07,27.66,0,546.91,2959.62,152,3506.53
4/16/2023,P001,S01,30,0,1,47,140,15.75,21.53,37.76,15.75,1011.91,5286.4,225,6314.06
4/17/2023,P001,S01,22,0,0,52,46,25.31,16.29,9.01,0,847.08,414.46,123,1261.54
4/18/2023,P001,S01,25,1,0,43,117,49.32,16.34,45.87,0,702.62,5366.79,206,6069.41
4/19/2023,P001,S01,37,0,0,97,48,39.74,11.67,52.08,0,1131.99,2499.84,175,3631.83
4/20/2023,P001,S01,38,0,0,46,24,6.22,17.65,37.79,0,811.9,906.96,94,1718.86
4/21/2023,P001,S01,30,1,0,30,129,7.93,42.54,52.77,0,1276.2,6807.33,185,8083.53
4/22/2023,P001,S01,33,0,0,103,13,25.88,53.85,13.42,0,5546.55,174.46,162,5721.01
4/23/2023,P001,S01,32,0,0,54,102,45.91,50.33,29.39,0,2717.82,2997.78,178,5715.6
4/24/2023,P001,S01,43,0,0,29,25,29.24,43.63,35.49,0,1265.27,887.25,82,2152.52
4/25/2023,P001,S01,35,1,0,28,117,27.4,13.74,34.51,0,384.72,4037.67,184,4422.39
4/26/2023,P001,S01,30,0,0,17,135,9.75,23.04,25.67,0,391.68,3465.45,179,3857.13
4/27/2023,P001,S01,27,0,0,64,64,34.56,24.11,22.57,0,1543.04,1444.48,151,2987.52
4/28/2023,P001,S01,24,1,0,11,43,41.99,21,12.21,0,231,525.03,99,756.03
4/29/2023,P001,S01,32,0,0,61,22,22.12,34.78,25.2,0,2121.58,554.4,128,2675.98
4/30/2023,P001,S01,28,1,0,40,27,39.9,35.85,13.97,0,1434,377.19,96,1811.19
5/1/2023,P001,S01,25,0,0,49,105,48.4,26.56,41.98,0,1301.44,4407.9,182,5709.34
5/2/2023,P001,S01,28,1,0,24,132,14.17,26.4,16.23,0,633.6,2142.36,172,2775.96
5/3/2023,P001,S01,26,0,0,69,48,28.55,51.08,8.87,0,3524.52,425.76,130,3950.28
5/4/2023,P001,S01,37,0,0,12,55,17.92,49.04,33.07,0,588.48,1818.85,110,2407.33
5/5/2023,P001,S01,34,0,0,114,38,40.68,24.01,35.17,0,2737.14,1336.46,163,4073.6
5/6/2023,P001,S01,30,0,0,20,71,30.99,55.52,48.72,0,1110.4,3459.12,105,4569.52
5/7/2023,P001,S01,36,1,1,18,25,33.56,57.55,34.27,33.56,1035.9,856.75,63,1926.21
5/8/2023,P001,S01,30,1,0,80,130,40.91,24.99,22.93,0,1999.2,2980.9,251,4980.1
5/9/2023,P001,S01,27,0,0,119,19,22.82,26.43,45.35,0,3145.17,861.65,160,4006.82
5/10/2023,P001,S01,36,0,0,91,112,46.18,34.29,32.47,0,3120.39,3636.64,251,6757.03
5/11/2023,P001,S01,32,1,0,19,93,28.99,56.94,9.88,0,1081.86,918.84,126,2000.7
5/12/2023,P001,S01,26,1,0,96,142,12.11,53.57,33.73,0,5142.72,4789.66,257,9932.38
5/13/2023,P001,S01,29,0,0,102,74,36.32,13.33,50.49,0,1359.66,3736.26,195,5095.92
5/14/2023,P001,S01,26,0,0,70,12,40.7,28.42,25.42,0,1989.4,305.04,129,2294.44
5/15/2023,P001,S01,24,0,0,36,129,19.25,36.78,20.52,0,1324.08,2647.08,201,3971.16
5/16/2023,P001,S01,33,0,0,91,77,43.57,34.16,13.03,0,3108.56,1003.31,198,4111.87
5/17/2023,P001,S01,37,0,0,67,46,45.78,18.08,13.42,0,1211.36,617.32,130,1828.68
5/18/2023,P001,S01,24,0,0,90,82,17.46,52.66,27.21,0,4739.4,2231.22,182,6970.62
5/19/2023,P001,S01,32,0,0,55,58,49.26,43.2,35.19,0,2376,2041.02,150,4417.02
5/20/2023,P001,S01,27,1,0,29,130,11.33,51.57,9.95,0,1495.53,1293.5,207,2789.03
5/21/2023,P001,S01,27,0,0,62,97,14.09,52.66,52.04,0,3264.92,5047.88,182,8312.8
5/22/2023,P001,S01,27,0,0,67,149,13.29,46.91,43,0,3142.97,6407,246,9549.97
5/23/2023,P001,S01,25,0,0,66,46,45.23,30.84,34.74,0,2035.44,1598.04,151,3633.48
5/24/2023,P001,S01,29,0,0,26,70,34.44,39.75,46.59,0,1033.5,3261.3,126,4294.8
5/25/2023,P001,S01,25,0,0,62,133,11.84,16.34,9.93,0,1013.08,1320.69,213,2333.77
5/26/2023,P001,S01,30,0,0,62,48,24.81,43.03,29.37,0,2667.86,1409.76,136,4077.62
5/27/2023,P001,S01,28,0,1,90,72,32.69,17.32,36.87,32.69,1558.8,2654.64,177,4246.13
5/28/2023,P001,S01,27,0,0,53,55,8.76,44.09,46.6,0,2336.77,2563,148,4899.77
5/29/2023,P001,S01,25,0,0,56,97,44.71,19.94,44.39,0,1116.64,4305.83,202,5422.47
5/30/2023,P001,S01,26,0,0,46,20,41.16,14.11,19.58,0,649.06,391.6,113,1040.66
5/31/2023,P001,S01,31,1,0,74,71,27.73,16.59,52.1,0,1227.66,3699.1,173,4926.76
6/1/2023,P001,S01,30,0,0,19,86,48.52,8.1,12.09,0,153.9,1039.74,150,1193.64
